track,target,model,feature_set,form,seed,regime,n,pre_rmse,pre_lo,pre_hi,post_rmse,post_lo,post_hi,delta_rmse,delta_lo,delta_hi
opx_liq,T_C,ElasticNet,raw,A,52,deeper_mantle,8,107.03507786393418,79.58084442293735,131.1814473298387,55.03580659730903,46.41700186246052,63.06457166580222,51.99927126662514,30.32357428465119,70.85938452196848
opx_liq,T_C,ElasticNet,raw,A,52,ALL,174,77.2739437976022,61.940501899470924,93.00038135017803,77.33978498009535,63.110385563856134,92.03913784620464,-0.06584118249314486,-3.3934290101505393,3.303665637001262
opx_liq,T_C,ElasticNet,raw,B,52,shallow_crustal,47,34.995779398387846,27.657941303462604,43.210253768496884,34.995779398387846,27.657941303462604,43.210253768496884,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,52,deep_crustal_MASH,61,78.5442096813373,30.148036134007135,111.7934560642242,78.5442096813373,30.148036134007135,111.7934560642242,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,52,lithospheric_mantle,58,94.08962274846687,79.6962651294445,109.02953487596658,95.87773002279114,80.55248215242686,111.73956523128199,-1.7881072743242754,-4.965547886042106,0.37029919262557626
opx_liq,T_C,ElasticNet,raw,B,52,deeper_mantle,8,107.03507786393418,79.58084442293735,131.1814473298387,81.43114728078665,64.99107990559779,96.07803514586861,25.60393058314753,13.039846214093616,35.8556993398079
opx_liq,T_C,ElasticNet,raw,B,52,ALL,174,77.2739437976022,61.940501899470924,93.00038135017803,76.56780493742606,61.66091277284572,92.10981481668539,0.7061388601761394,-0.8702716887193699,2.625880248166605
opx_liq,T_C,ElasticNet,raw,A,53,shallow_crustal,47,35.13586736869278,27.784736150660155,43.43930940278242,55.348711292616294,48.442279290475405,64.12791166241792,-20.212843923923515,-23.24721116854297,-16.37055900487396
opx_liq,T_C,ElasticNet,raw,A,53,deep_crustal_MASH,61,78.5542855366958,30.2651904976582,111.75914931325815,77.23573021784891,32.742391178065134,108.31739853790299,1.3185553188468901,-2.5449648956642896,3.4615426302165746
opx_liq,T_C,ElasticNet,raw,A,53,lithospheric_mantle,58,94.16747461444776,79.83960035143136,109.1480568162537,94.42911405575666,79.77299191469862,109.74395613691719,-0.26163944130890116,-3.4457192161564154,3.5900869165198523
opx_liq,T_C,ElasticNet,raw,A,53,deeper_mantle,8,107.71264330711358,80.44182262887756,131.72635387764655,59.559570868385904,48.655643101515984,69.2130983039201,48.153072438727676,29.759663660124364,63.95359602729951
opx_liq,T_C,ElasticNet,raw,A,53,ALL,174,77.36954432879037,62.05190109787503,93.064671825468,77.80859478485667,63.70252103278065,92.51019191658793,-0.43905045606629756,-3.8339510503940955,2.8699852371901162
opx_liq,T_C,ElasticNet,raw,B,53,shallow_crustal,47,35.13586736869278,27.784736150660155,43.43930940278242,35.13586736869278,27.784736150660155,43.43930940278242,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,53,deep_crustal_MASH,61,78.5542855366958,30.2651904976582,111.75914931325815,78.5542855366958,30.2651904976582,111.75914931325815,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,53,lithospheric_mantle,58,94.16747461444776,79.83960035143136,109.1480568162537,96.3698687795764,81.09199514839274,112.28551178859954,-2.202394165128638,-5.707536721281263,0.06319053060915641
opx_liq,T_C,ElasticNet,raw,B,53,deeper_mantle,8,107.71264330711358,80.44182262887756,131.72635387764655,79.82989832609384,68.06889111084016,90.41225538115961,27.88274498101974,10.115203095216621,42.75602422288112
opx_liq,T_C,ElasticNet,raw,B,53,ALL,174,77.36954432879037,62.05190109787503,93.064671825468,76.71703074269323,61.723664156194566,92.32463789178543,0.6525135860971432,-1.1635166645762947,2.7549402657223534
opx_liq,T_C,ElasticNet,raw,A,54,shallow_crustal,47,35.03508617325581,27.67288343429104,43.2676788826359,56.74950273414443,49.841689053360575,65.52860452569048,-21.714416560888615,-24.823956306571827,-17.728310300333554
opx_liq,T_C,ElasticNet,raw,A,54,deep_crustal_MASH,61,78.41640151013993,30.31173180130863,111.55940110179615,76.87773556793569,33.305163326124884,107.61073507372541,1.538665942204247,-3.1271846652698705,4.124209664685226
opx_liq,T_C,ElasticNet,raw,A,54,lithospheric_mantle,58,93.82883455498727,79.36858190121531,108.78804564796576,93.60455719734101,79.14629945899719,108.71800829624858,0.22427735764625822,-2.690813399409961,3.6081192202507135
