CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,ROCK NAME,ROCK TEXTURE,LAND/SEA (SAMPLING),LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),SiO2,TiO2,Al2O3,Cr2O3,FeO_total,MnO,MgO,CaO,Na2O,K2O,FeO,Fe2O3,lat,lon
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.3103,0.240495,1.28939,0.0001,19.1638,0.619363,23.8409,1.59774,0.057089,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4479,0.263765,1.40535,0.0001,18.5034,0.587054,24.7146,1.6363,0.057183,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.0601,0.252129,1.406,0.0001,19.0366,0.675993,23.7387,1.66087,0.05748,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4822,0.278721,0.918794,0.0001,18.6654,0.505782,23.1332,1.85052,0.0575,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.2381,0.23775,1.54187,0.0001,18.6276,0.593442,24.1521,1.54719,0.057511,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.4625,0.168294,0.917153,0.0001,17.7271,0.577037,25.0881,1.66873,0.057569,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.5532,0.191197,1.0153,0.0001,17.6046,0.600583,25.4052,1.58365,0.05769,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.0117,0.237978,1.29868,0.0001,19.1551,0.60747,24.054,1.65468,0.058296,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.0556,0.217686,1.69385,0.0001,18.9845,0.575831,24.3897,1.48829,0.058373,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.8524,0.275803,1.45112,0.0001,16.8168,0.595427,25.3798,2.19008,0.058643,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.8935,0.197782,1.02222,0.0001,17.6878,0.587877,25.388,1.59418,0.058997,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.5395,0.205494,1.21689,0.0001,17.5114,0.586265,25.3675,1.61652,0.059371,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.5477,0.246608,1.75302,0.0001,18.9992,0.577334,24.4593,1.56062,0.05961,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.4711,0.203667,1.27058,0.0001,17.5318,0.588839,25.3757,1.61644,0.059673,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.5114,0.254206,1.42568,0.0001,19.012,0.607979,24.2173,1.34064,0.059688,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.8794,0.216036,0.646012,0.0001,18.7637,0.735607,23.7723,1.79248,0.059763,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.3117,0.252026,1.44363,0.0001,18.6171,0.609562,23.9381,1.63861,0.059966,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.2293,0.240068,1.45959,0.0001,17.5697,0.385133,24.7503,1.69115,0.060226,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.0706,0.257364,1.90854,0.0001,15.2616,0.495834,26.0896,1.79081,0.060351,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.6692,0.254575,1.51937,0.0001,19.2658,0.637299,24.0946,1.54931,0.060632,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.9892,0.253304,1.60438,0.0001,19.3756,0.634587,24.231,1.58373,0.06122,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.7951,0.232199,1.18051,0.0001,19.1919,0.711221,23.6885,1.62609,0.062015,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.5159,0.259865,1.55572,0.0001,19.3102,0.615644,24.0971,1.60318,0.06202,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.39,0.26877,1.41189,0.0001,17.58,0.524974,25.299,1.71366,0.062625,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.8015,0.259715,1.59947,0.0001,19.3269,0.61927,24.1701,1.57528,0.063067,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.6025,0.236428,1.23939,0.0001,16.954,0.577869,25.8649,1.70358,0.0631,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.6429,0.26582,1.577,0.0001,19.2667,0.636722,24.1211,1.5891,0.063747,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4732,0.236677,1.27858,0.0001,19.1557,0.655829,24.246,1.60199,0.063784,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,55.775,0.221746,1.1946,0.0001,16.5511,0.555681,27.1571,1.78203,0.06381,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.6537,0.256011,1.54393,0.0001,19.2289,0.620225,24.1052,1.57445,0.063919,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.2631,0.266528,0.855839,0.0001,19.7363,0.794461,22.9263,1.86994,0.064716,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.7931,0.247042,1.49744,0.0001,15.7746,0.538491,25.8548,1.72242,0.064745,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.5072,0.299452,1.54216,0.0001,18.2293,0.605608,23.8382,1.50413,0.065068,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.6557,0.263782,1.57854,0.0001,19.3644,0.617913,24.1175,1.56859,0.065417,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.2079,0.219085,1.37092,0.0001,17.5964,0.577111,25.2166,1.58853,0.066309,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.3639,0.217385,1.33231,0.0001,18.7774,0.611265,24.3617,1.65545,0.066567,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.7214,0.262817,1.59803,0.0001,19.0998,0.635599,24.2095,1.54334,0.066676,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.8254,0.247895,1.78338,0.00537,18.6173,0.589127,24.3699,1.62113,0.068028,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.8009,0.255898,1.60874,0.0001,19.4183,0.6414,24.2412,1.51248,0.068342,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.4298,0.252527,0.73475,0.0001,17.6974,0.790018,23.5808,2.12566,0.070096,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.5624,0.237437,1.28408,0.0001,18.3323,0.556381,24.9667,1.57015,0.070255,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.5199,0.19608,0.993433,0.0001,16.0813,0.566337,26.2949,1.80007,0.070529,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.2802,0.256212,0.923966,0.0001,18.9312,0.723983,23.6374,1.66174,0.07224,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.371,0.342116,2.24037,0.0001,16.6574,0.580312,24.3025,2.01354,0.072686,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.0854,0.240903,1.35563,0.0001,20.0363,0.728298,23.5167,1.62495,0.0751,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.5238,0.302065,2.12949,0.0001,17.2856,0.545417,24.459,2.0077,0.079024,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.1305,0.245751,1.41503,0.0001,16.3175,0.537039,25.4536,1.72281,0.080174,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.1267,0.280534,1.43499,0.0001,20.2417,0.792287,22.638,1.97942,0.082217,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.2302,0.217211,1.30549,0.007674,19.634,0.708248,23.5305,1.6097,0.085273,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.5579,0.244413,1.55165,0.0001,18.3199,0.632376,23.8307,1.74063,0.086309,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.4543,0.246204,0.905401,0.008716,18.9916,0.640741,22.5555,1.85337,0.089295,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.9395,0.274104,1.33534,0.0001,15.6458,0.547898,26.4586,1.62483,0.090947,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.5531,0.319591,0.884117,0.0001,20.4313,0.857876,22.5128,1.99075,0.092388,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.1578,0.17275,0.898409,0.0001,19.4685,0.675458,24.0576,1.60731,0.09498,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4417,0.307068,2.33188,0.0001,16.7287,0.586862,24.7676,1.87522,0.125447,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.0568,0.303378,1.68256,0.0001,17.1334,0.490894,25.0161,1.94114,0.130161,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.7905,0.231227,1.12875,0.0001,17.0584,0.737388,23.6228,1.82856,0.176104,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,55.794,0.299627,1.87968,0.0001,16.314,0.780139,23.579,1.7398,0.178943,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.986,0.321593,1.30314,0.0001,17.9748,0.90271,22.9936,2.09324,0.206428,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.705,0.247598,1.50845,0.0001,19.8055,0.818918,21.6546,1.95668,0.499651,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,56.9429,0.325291,2.89444,0.0001,14.6546,0.627287,20.7792,1.80831,0.600528,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,58.1348,0.63258,4.59503,0.0001,16.9183,0.738829,15.9145,1.79956,0.617852,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.624,0.222415,0.984068,0.0001,16.0316,0.599679,26.0896,1.72436,0.012201,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.8881,0.204646,0.930259,0.0001,14.8347,0.495817,26.9406,1.65788,0.013471,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.373,0.254184,1.3911,0.029362,15.0592,0.528888,26.7972,1.70343,0.015269,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.5104,0.194333,1.12563,0.005206,15.1216,0.55288,26.6193,1.7567,0.016726,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.9968,0.2955,1.55092,0.0001,16.3998,0.345229,25.5507,1.7676,0.018485,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.8054,0.294365,1.394,0.0001,16.4858,0.33287,25.6346,1.77613,0.018959,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.6873,0.235252,1.23786,0.0001,16.1478,0.534233,26.1974,1.65582,0.019066,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.3614,0.240163,1.44167,0.016998,15.3931,0.543559,26.6535,1.62334,0.020383,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.6341,0.254455,1.50076,0.0001,17.3535,0.610432,24.9711,1.54705,0.020643,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4148,0.259975,1.38178,0.0001,16.0668,0.519946,25.9463,1.78502,0.020676,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7225,0.240694,1.29057,0.0001,15.4553,0.578163,26.4236,1.63978,0.021015,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.3125,0.266938,1.60574,0.0001,14.9155,0.536408,26.3988,1.66611,0.021043,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.5144,0.169793,0.7599,0.0001,15.1415,0.544303,26.9694,1.67486,0.021378,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.8527,0.232618,1.4595,0.015915,15.497,0.564718,26.5713,1.67008,0.021403,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.3749,0.269786,1.31583,0.0001,16.264,0.543743,26.0672,1.50429,0.021503,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.6609,0.192135,1.02307,0.0001,15.195,0.348723,26.0098,1.75217,0.021531,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.0205,0.211472,0.960126,0.009775,14.9529,0.515223,26.9692,1.66064,0.021673,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.3845,0.201929,1.68909,0.0001,17.5993,0.577773,24.7154,1.41977,0.021941,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.6055,0.19444,1.64684,0.0001,17.2767,0.500505,25.2425,1.50613,0.022567,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.482,0.198369,0.975757,0.0001,15.9766,0.539233,26.3899,1.44518,0.023016,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.5136,0.282498,1.52672,0.0001,16.3879,0.502579,25.692,1.87071,0.023447,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.3066,0.184519,1.06298,0.015429,16.5126,0.527249,26.1603,1.58538,0.02348,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.8919,0.170179,0.746563,0.0001,14.9311,0.570389,26.9889,1.75813,0.023936,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,55.0198,0.171539,0.790416,0.0001,14.8961,0.345933,26.3618,1.82798,0.024025,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.9409,0.210525,1.6369,0.0001,18.2146,0.523951,24.4382,1.50218,0.024585,,,,13.25,123.7
