CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,ROCK NAME,ROCK TEXTURE,LAND/SEA (SAMPLING),LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),SiO2,TiO2,Al2O3,Cr2O3,FeO_total,MnO,MgO,CaO,Na2O,K2O,FeO,Fe2O3,lat,lon
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.5143,0.245025,1.21166,0.0001,16.0225,0.509524,26.2661,1.74737,0.024891,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7516,0.246837,1.34345,0.0001,15.2806,0.562405,26.6072,1.72766,0.024925,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.215,0.18033,0.825771,0.0001,16.1648,0.362972,26.0377,1.74542,0.025391,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.0317,0.296831,1.83471,0.0001,16.8288,0.360698,25.2978,1.78446,0.025402,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.6064,0.182709,0.812499,0.0001,15.2189,0.561892,27.076,1.65847,0.02559,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.2888,0.208075,1.40271,0.0001,18.1531,0.545856,24.5907,1.53256,0.025825,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.9031,0.189879,0.870261,0.005623,14.9829,0.558926,26.8143,1.69287,0.025989,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.6483,0.194349,0.848265,0.00594,16.5158,0.336453,25.8141,1.75236,0.026136,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.1486,0.227817,1.24188,0.005208,16.2186,0.540431,25.8524,1.60671,0.026526,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.3151,0.215583,1.51693,0.0001,15.6532,0.328098,25.7898,1.62337,0.026633,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.0644,0.226103,1.26979,0.0001,15.9436,0.530971,26.3381,1.65449,0.026633,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.8666,0.240437,1.38575,0.0001,16.6967,0.359791,25.4265,1.65755,0.02681,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.5697,0.291082,1.82514,0.0001,16.5207,0.537198,25.3583,1.73596,0.026937,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.46,0.26038,1.29349,0.0001,16.0847,0.516831,26.1808,1.70812,0.026986,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.1343,0.237926,1.36159,0.0001,15.9182,0.346152,26.0576,1.7265,0.027137,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,55.0422,0.187713,0.922626,0.0001,16.0249,0.530084,26.4629,1.66468,0.027171,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.6553,0.20601,1.6768,0.0001,18.2677,0.538332,24.4011,1.50501,0.027178,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.8448,0.241954,1.24891,0.0001,17.591,0.599299,24.9308,1.55214,0.02733,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.1365,0.269119,1.41482,0.0001,16.3518,0.538976,25.6507,1.64855,0.027458,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7453,0.198382,1.00338,0.013754,15.0102,0.531516,26.8007,1.75444,0.027773,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.5138,0.230571,1.16546,0.0001,17.0122,0.565545,25.1972,1.67092,0.027785,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.9687,0.24691,1.33236,0.0001,18.1493,0.548239,24.7905,1.61642,0.0278,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7427,0.293807,1.47233,0.0001,16.2558,0.492112,25.8865,1.81686,0.027903,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.5932,0.211837,1.28738,0.012625,18.3817,0.654044,24.8849,1.495,0.027915,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.8737,0.231049,1.17402,0.0001,15.0365,0.556305,26.8736,1.69173,0.028132,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.4029,0.246501,1.56816,0.015037,15.4461,0.55826,26.4438,1.72051,0.028201,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.3306,0.22574,1.23645,0.007387,15.8585,0.365729,25.6847,1.95378,0.028206,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.1107,0.24089,1.3242,0.0001,18.0472,0.545757,24.8202,1.59015,0.028335,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.0159,0.230394,1.26846,0.0001,16.2961,0.526551,25.863,1.6211,0.028409,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.569,0.268532,1.42207,0.005705,16.0653,0.509262,25.9682,1.85509,0.028462,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.3566,0.203411,0.989067,0.0001,17.7781,0.542245,25.0383,1.6388,0.028512,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4368,0.211904,1.07382,0.0001,18.263,0.4318,24.3604,1.67428,0.028544,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.6718,0.224932,1.3321,0.0001,15.4149,0.541062,26.4973,1.67824,0.028559,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.3841,0.30848,1.44997,0.0001,18.6255,0.560624,24.6434,1.56303,0.028642,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.596,0.184499,1.0715,0.0001,18.0028,0.533841,24.6606,1.56342,0.028853,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.642,0.185945,1.06827,0.0001,18.1832,0.542686,24.604,1.5801,0.02894,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.9176,0.203612,1.1388,0.006579,18.4737,0.583062,24.301,1.66556,0.028949,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.5434,0.257941,1.46474,0.0001,16.5249,0.492749,25.8721,1.67363,0.028978,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.3733,0.256155,1.48268,0.0001,15.2024,0.525779,26.7619,1.71555,0.028987,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7773,0.162451,0.537426,0.0001,18.4751,0.664245,25.1258,1.29231,0.029044,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.6109,0.191897,0.921624,0.0001,16.0994,0.540021,26.4196,1.69546,0.029086,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7549,0.193118,1.62654,0.0001,18.4779,0.53757,24.1615,1.47033,0.029088,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4419,0.302129,1.32771,0.0001,17.6856,0.388397,24.4585,1.74869,0.029126,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.6439,0.231664,1.48933,0.0001,17.0025,0.55001,25.1188,1.63129,0.029134,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.0965,0.203886,0.962552,0.0001,15.6222,0.497393,26.3597,1.83108,0.029136,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.9631,0.253438,1.38004,0.0001,16.3697,0.517667,26.3328,1.53057,0.029235,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.8889,0.205146,0.908137,0.0001,15.9672,0.346059,26.2251,1.76739,0.02926,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.3376,0.237852,1.27559,0.0001,17.383,0.544505,24.8067,1.6957,0.029487,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.1994,0.182154,0.892344,0.0001,15.4861,0.51776,27.0285,1.71564,0.029554,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.0021,0.301627,1.60895,0.0001,16.2132,0.337744,25.3115,2.07094,0.029707,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.5106,0.23435,1.25787,0.0001,16.7991,0.52705,25.6172,1.5875,0.029759,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.3949,0.265691,1.57493,0.0001,15.5626,0.338783,25.7758,2.0002,0.029793,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7996,0.285882,1.4382,0.0001,16.2408,0.470912,26.1287,1.69775,0.0298,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7852,0.197012,1.65613,0.0001,18.3053,0.540285,24.3017,1.46922,0.029862,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4309,0.225015,1.24237,0.0001,16.149,0.513128,26.0315,1.67054,0.029896,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.6449,0.272181,1.55238,0.0001,15.6271,0.520364,26.5063,1.71536,0.030007,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7998,0.250412,1.45164,0.0001,16.6985,0.538398,25.5036,1.70878,0.030094,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4377,0.23494,1.41849,0.0001,19.165,0.651197,23.7507,1.42241,0.030118,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.3591,0.202612,1.13956,0.0001,18.1319,0.540724,24.3901,1.63592,0.030137,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.3818,0.248882,1.34534,0.0001,15.9437,0.527778,26.0183,1.80436,0.030175,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.2536,0.194539,1.01444,0.0001,17.6232,0.542822,24.9503,1.61938,0.030211,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.801,0.183515,0.78757,0.0001,15.3132,0.36743,26.467,1.70895,0.030271,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7303,0.246013,1.45437,0.0001,15.5556,0.523184,26.476,1.64081,0.030335,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.5654,0.19512,1.08583,0.0001,18.1229,0.557543,24.645,1.5332,0.030381,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7484,0.23797,1.2433,0.006097,16.0408,0.504142,26.2621,1.66129,0.03044,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.0233,0.206076,1.25085,0.0001,16.4,0.543188,26.2028,1.57448,0.030451,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.0311,0.303475,1.51008,0.0001,17.3896,0.533849,25.1049,1.77654,0.030467,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.1843,0.271341,1.58963,0.0001,16.0928,0.506904,25.6909,2.30122,0.030477,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.2317,0.225909,1.27514,0.0001,16.2281,0.53432,26.2569,1.70823,0.030482,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.9539,0.253539,1.43161,0.0001,16.3267,0.517948,25.6583,1.7019,0.030501,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.7086,0.190595,1.05021,0.0001,18.1125,0.545374,24.5157,1.57683,0.03055,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.4453,0.266569,1.57516,0.0001,17.352,0.587151,24.9714,1.54097,0.030565,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.4471,0.2421,1.26284,0.0001,17.2171,0.555667,24.9207,1.76431,0.030686,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.117,0.22288,1.28457,0.0001,16.3902,0.524528,25.6849,1.75082,0.030695,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.5038,0.23885,1.11173,0.0001,15.7204,0.349021,26.3261,1.79702,0.030764,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.2768,0.258991,1.58013,0.0001,17.9369,0.563249,24.7386,1.50914,0.03082,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7,0.202353,1.65704,0.0001,18.4697,0.541542,24.1087,1.50929,0.030914,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7254,0.204361,1.60472,0.0001,18.4702,0.538304,24.2077,1.49749,0.030966,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.2282,0.269236,1.49433,0.0001,16.4546,0.540972,25.8136,1.70892,0.030972,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.6575,0.244623,1.39199,0.0001,16.1878,0.477365,25.9303,1.75522,0.03104,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.1991,0.231814,1.38825,0.0001,16.2847,0.518236,25.9738,1.80146,0.031043,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,52.9589,0.286449,1.74546,0.0001,16.5653,0.540392,25.6339,1.84818,0.031085,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.53,0.251813,1.52371,0.0001,17.803,0.591087,24.7504,1.47504,0.031115,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.7425,0.241376,1.4091,0.0001,17.1119,0.376757,25.0455,1.69247,0.031116,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.5996,0.292435,1.78523,0.0001,16.565,0.514393,25.4596,1.66212,0.031158,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,54.3967,0.197467,1.07902,0.0001,16.1437,0.546129,26.6133,1.551,0.031214,,,,13.25,123.7
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,,BASALTIC-ANDESITE,,subaerial,13.25,13.25,123.7,123.7,53.5223,0.242226,1.17057,0.0001,16.9605,0.538418,25.4699,1.73205,0.031227,,,,13.25,123.7
