CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,ROCK NAME,lat,lon,SiO2_Opx,TiO2_Opx,Al2O3_Opx,Cr2O3_Opx,FeO_total_Opx,MnO_Opx,MgO_Opx,CaO_Opx,Na2O_Opx,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,Cr2O3_Cpx,FeO_total_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx
[25263] RIZZO A. L. (2021),samp. MM4,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / MEERFELDER MAAR,"LHERZOLITE, XENOLITH",50.1,6.75,54.2448,0.0393,4.4947,0.8478,5.4136,0.129,32.4483,1.3186,0.096,52.0313,0.082,5.1945,1.3631,2.9694,0.098,17.0886,19.5556,0.9494
[25263] RIZZO A. L. (2021),samp. MM5,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / MEERFELDER MAAR,"HARZBURGITE, XENOLITH",50.1,6.75,55.8145,0.0178,2.4091,0.3434,5.5686,0.1442,34.0187,0.6491,0.0504,52.8609,0.0837,3.176,0.7184,2.6852,0.0876,16.6972,21.7518,0.9839
[25263] RIZZO A. L. (2021),samp. MM6,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / MEERFELDER MAAR,"LHERZOLITE, XENOLITH",50.1,6.75,56.44495,0.027200000000000002,2.9602,0.33330000000000004,5.70795,0.13979999999999998,34.194050000000004,0.4929,0.035750000000000004,53.584450000000004,0.0437,3.2421,0.60805,2.4697,0.06725,16.73785,22.7365,0.7264999999999999
[25263] RIZZO A. L. (2021),samp. MM7,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / MEERFELDER MAAR,"LHERZOLITE, XENOLITH",50.1,6.75,55.0145,0.059,4.603999999999999,0.8494999999999999,5.261,0.1345,32.7875,1.3385,0.1005,52.25,0.129,5.368,1.37,2.925,0.096,17.242,19.663,0.954
[25263] RIZZO A. L. (2021),samp. MM8,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / MEERFELDER MAAR,"LHERZOLITE, XENOLITH",50.1,6.75,56.182,0.015,3.023,0.544,5.769,0.139,33.559,0.826,0.075,52.6745,0.172,5.073,1.4235,2.884,0.089,15.986,20.5425,1.374
[25263] RIZZO A. L. (2021),samp. MM9,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / MEERFELDER MAAR,"LHERZOLITE, XENOLITH",50.1,6.75,53.78,0.0745,4.5488,0.664,6.1456,0.1498,32.2031,1.3678,0.0749,51.3347,0.206,5.0035,0.9846,3.3812,0.1069,17.1045,20.245,0.6885
[25263] RIZZO A. L. (2021),samp. SB1,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / SIEBENGEBIRGE,"DUNITE, XENOLITH",50.7,7.3,56.5007,0.030950000000000002,1.66085,0.22005,6.1713000000000005,0.1553,34.321349999999995,0.30405,0.0191,53.4859,0.0892,1.7725,0.7716,2.4712,0.0797,17.2672,23.2483,0.4545
[25263] RIZZO A. L. (2021),samp. SB2,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / SIEBENGEBIRGE,"HARZBURGITE, XENOLITH",50.7,7.3,55.6962,0.0796,2.7458,0.3684,5.8055,0.1456,34.223,0.415,0.0285,51.6686,0.44865,3.85985,0.83945,2.62545,0.08399999999999999,16.02005,22.747799999999998,0.7725
[25263] RIZZO A. L. (2021),samp. SB3,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / SIEBENGEBIRGE,"HARZBURGITE, XENOLITH",50.7,7.3,55.9834,0.0187,2.1383,0.2732,5.6927,0.1443,34.6322,0.4298,0.0001,52.8452,0.0948,2.1331,0.4548,2.1753,0.0765,17.3203,23.6962,0.3516
[25263] RIZZO A. L. (2021),samp. SB4,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / SIEBENGEBIRGE,"HARZBURGITE, XENOLITH",50.7,7.3,57.6202,0.016,1.6993,0.3342,5.664,0.1467,34.5639,0.4519,0.0565,54.9499,0.0215,1.5946,0.8393,2.3563,0.068,17.0097,22.8406,0.8408
[25263] RIZZO A. L. (2021),samp. SB5,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / SIEBENGEBIRGE,"HARZBURGITE, XENOLITH",50.7,7.3,58.122550000000004,0.0148,0.55945,0.28515,5.56155,0.14525,35.03445,0.37075,0.07100000000000001,53.8807,0.3177,2.2412,3.9919,2.4423,0.0716,16.4355,19.4151,1.5357
[25263] RIZZO A. L. (2021),samp. SB6,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / SIEBENGEBIRGE,"LHERZOLITE, XENOLITH",50.7,7.3,56.4979,0.0913,3.0317,0.3722,6.0862,0.1489,33.8736,0.4313,0.0217,52.76665,0.40435,4.037,0.86745,2.4913499999999997,0.0839,16.5794,22.4576,0.7807999999999999
[25288] BIZIMIS M. (2013),samp. KA-51,OCEAN ISLAND,HAWAIIAN ISLANDS / KAULA,"CLINOPYROXENITE, XENOLITH",21.66,-160.55,50.83,0.29,6.14,0.1,12.98,0.16,27.19,1.1,0.19,49.731,1.051,8.64,0.051,7.278,0.173,13.258,17.022,1.97
[25288] BIZIMIS M. (2013),samp. KA-52,OCEAN ISLAND,HAWAIIAN ISLANDS / KAULA,"CLINOPYROXENITE, XENOLITH",21.66,-160.55,51.545,0.178,5.464,0.34,11.337,0.177,28.86,0.952,0.184,50.5411111111111,0.740555555555556,8.01222222222222,0.314,6.29766666666667,0.153888888888889,13.4123333333333,17.5235555555556,2.10711111111111
[25288] BIZIMIS M. (2013),samp. KA-73,OCEAN ISLAND,HAWAIIAN ISLANDS / KAULA,"CLINOPYROXENITE, XENOLITH",21.66,-160.55,51.346,0.305857142857143,5.35728571428571,0.120571428571429,11.2691428571429,0.161571428571429,29.1527142857143,0.836,0.169142857142857,50.9351111111111,1.10488888888889,7.43088888888889,0.263333333333333,6.16344444444444,0.177888888888889,13.8918888888889,17.7344444444444,2.13111111111111
[25297] XIE QIUHONG (2015),samp. YS-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANDONG PROVINCE / JI^NAN MAFIC INTRUSION,GABBRODIORITE,36.5,117.0,53.55,0.29,0.97,0.07,21.74,0.48,22.61,1.01,0.03,53.24,0.36,2.09,0.4,6.62,0.17,15.67,21.65,0.37
[25311] ZHANG HUI (2021),samp. XC-05,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"HARZBURGITE, SPINEL, XENOLITH",29.28,120.83,56.453,0.079,3.177,0.493,5.807,0.11,33.157,0.446,0.055,53.38,0.259,5.534,1.494,2.185,0.074,14.762,20.365,1.858
[25311] ZHANG HUI (2021),samp. XC-11,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.28,120.83,55.331,0.078,5.154,0.401,6.354,0.149,32.366,0.73,0.119,52.492,0.444,6.713,0.783,2.366,0.088,14.56,20.583,1.551
[25311] ZHANG HUI (2021),samp. XC-16,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.28,120.83,55.997,0.061,4.027,0.307,6.421,0.168,32.354,0.628,0.039,52.444,0.843,5.914,0.945,2.792,0.129,14.113,21.601,0.531
[25311] ZHANG HUI (2021),samp. XC-19,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.28,120.83,54.77,0.156,5.246,0.359,6.015,0.131,32.176,0.755,0.125,52.419,0.513,7.272,0.75,2.796,0.091,14.873,19.151,1.595
[25311] ZHANG HUI (2021),samp. XC-20,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.28,120.83,55.7,0.092,4.702,0.37,6.377,0.165,31.642,0.686,0.111,52.505,0.538,6.359,0.809,2.48,0.094,14.473,20.79,1.757
[25311] ZHANG HUI (2021),samp. XC-23,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.28,120.83,55.907,0.062,3.761,0.364,5.995,0.111,32.685,0.527,0.097,53.0,0.315,6.297,0.989,2.571,0.102,14.764,20.296,1.735
[25311] ZHANG HUI (2021),samp. XC-36,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.28,120.83,55.329,0.108,4.472,0.322,6.518,0.172,31.702,0.645,0.031,52.183,0.52,7.284,0.853,2.698,0.084,14.118,19.54,1.97
[25311] ZHANG HUI (2021),samp. XC-45A,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.28,120.83,56.062,0.094,3.903,0.252,6.501,0.146,32.27,0.473,0.037,52.541,0.472,6.565,0.878,2.529,0.077,13.897,20.406,1.846
[25311] ZHANG HUI (2021),samp. XC-45C,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.28,120.83,55.746,0.137,4.492,0.349,6.472,0.151,32.034,0.476,0.036,52.851,0.478,6.626,0.858,2.564,0.087,14.199,20.484,1.794
[25311] ZHANG HUI (2021),samp. XC-45D,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.28,120.83,56.061,0.098,3.992,0.34,6.444,0.143,32.01,0.712,0.12,52.734,0.563,6.334,0.772,2.424,0.072,14.292,20.906,1.711
[25311] ZHANG HUI (2021),samp. XL-04,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, XENOLITH",29.05,118.98,56.312,0.035,2.477,0.848,5.04,0.17,33.201,1.008,0.038,53.774,0.079,5.226,1.117,2.511,0.075,15.632,21.078,0.364
[25311] ZHANG HUI (2021),samp. XL-24,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"HARZBURGITE, SPINEL, XENOLITH",29.05,118.98,56.374,0.032,3.525,0.769,5.389,0.148,32.394,0.986,0.042,53.848,0.037,4.76,1.093,2.479,0.051,15.922,20.903,0.587
[25311] ZHANG HUI (2021),samp. XL-29,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"HARZBURGITE, SPINEL, XENOLITH",29.05,118.98,56.907,0.0001,2.497,0.761,5.339,0.101,33.391,1.066,0.012,53.099,0.016,4.806,1.043,2.851,0.072,16.054,21.701,0.287
[25311] ZHANG HUI (2021),samp. XL-63,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.05,118.98,55.483,0.133,5.047,0.313,6.472,0.157,31.51,0.777,0.133,52.435,0.573,6.939,0.702,2.896,0.092,14.694,19.262,1.914
[25311] ZHANG HUI (2021),samp. XL-69,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.05,118.98,55.001,0.113,5.109,0.476,6.134,0.136,31.324,0.837,0.128,52.297,0.51,7.021,0.882,2.978,0.097,15.032,19.006,1.818
[25311] ZHANG HUI (2021),samp. XL-72,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"LHERZOLITE, SPINEL, XENOLITH",29.05,118.98,54.828,0.136,4.738,0.29,6.353,0.161,32.564,0.648,0.059,52.424,0.525,6.521,0.65,2.482,0.086,14.824,21.004,1.68
[25311] ZHANG HUI (2021),samp. XL-77,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,"HARZBURGITE, SPINEL, XENOLITH",29.05,118.98,56.007,0.084,4.521,0.395,6.265,0.121,32.273,0.686,0.069,52.771,0.451,6.079,0.824,2.494,0.085,14.92,20.466,1.741
[25314] YE XIAN-TAO (2015),samp. ALT02B,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / KUWEI INTRUSION,GABBRO,47.4167,89.4028,52.334999999999994,0.18,1.9049999999999998,0.03,20.73,0.53,23.08,1.2,0.01,50.485,0.535,3.455,0.035,7.4,0.255,13.754999999999999,23.09,0.415
[25314] YE XIAN-TAO (2015),samp. ALT035,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / KUWEI INTRUSION,GABBRO,47.4167,89.4028,53.58,0.17,2.06,0.1,17.74,0.39,25.48,0.8,0.04,51.445,0.66,3.73,0.11499999999999999,7.664999999999999,0.195,14.57,20.68,0.275
[25327] SPENGLER D. (2021),samp. AH0364,INTRAPLATE VOLCANICS,CALEDONIDES / NORWAY / WESTERN GNEISS REGION,"WEBSTERITE, GARNET",63.1334166666667,6.50718333333333,57.88,0.0285714285714286,0.224285714285714,0.0271428571428571,6.41285714285714,0.0971428571428572,34.6114285714286,0.142857142857143,0.0001,54.586,0.014,0.781,0.349,2.2,0.0,16.975,24.28,0.534
[25327] SPENGLER D. (2021),samp. DS0318,INTRAPLATE VOLCANICS,CALEDONIDES / NORWAY / WESTERN GNEISS REGION,"WEBSTERITE, GARNET",62.00485,6.016,57.9031,0.01465,0.39905,0.027600000000000003,6.5782,0.08435000000000001,34.25235,0.09265,0.0001,54.90375,0.08338333333333335,1.88765,0.2888666666666665,1.69465,0.0,16.29643333333335,23.58885,1.18595
[25327] SPENGLER D. (2021),samp. DS0466,INTRAPLATE VOLCANICS,CALEDONIDES / NORWAY / WESTERN GNEISS REGION,"WEBSTERITE, GARNET",62.3624833333333,7.63803333333333,56.2657916666667,0.03220833333333335,0.8350416666666666,0.032625,11.04241666666665,0.1275416666666665,30.83183333333335,0.21200000000000002,0.0001,54.538166666666655,0.1221666666666665,2.685333333333335,0.20736666666666648,3.7234166666666653,0.0,15.19448333333335,21.517,1.715916666666665
[25327] SPENGLER D. (2021),samp. DS1201,INTRAPLATE VOLCANICS,CALEDONIDES / NORWAY / WESTERN GNEISS REGION,"WEBSTERITE, GARNET",62.43015,7.06193333333333,55.5804,0.0001,0.8595999999999999,0.0394,15.0602,0.1865,27.5188,0.2437,0.0001,54.499750000000006,0.09670000000000001,2.5238,0.2541,4.0691500000000005,0.0,14.66535,22.184600000000003,1.45715
[25327] SPENGLER D. (2021),samp. DS1225,INTRAPLATE VOLCANICS,CALEDONIDES / NORWAY / WESTERN GNEISS REGION,"WEBSTERITE, GARNET",62.43015,7.06193333333333,56.315525,0.041675000000000004,0.75195,0.062125,11.188175000000001,0.2076,30.762324999999997,0.242425,0.0001,54.38716666666665,0.097375,1.2701083333333352,0.22525,2.899775,0.090625,16.405608333333348,24.259075,0.45425000000000004
[25327] SPENGLER D. (2021),samp. DS1249,INTRAPLATE VOLCANICS,CALEDONIDES / NORWAY / WESTERN GNEISS REGION,"WEBSTERITE, GARNET",62.3637333333333,6.0903,57.42175,0.01505,0.7099166666666665,0.0991666666666665,6.942416666666665,0.02955,33.971083333333354,0.1565,0.0001,54.60635,0.09655,3.4036,0.9034,2.045,0.0,14.720099999999999,21.6963,2.0747999999999998
[25327] SPENGLER D. (2021),samp. DS1252,INTRAPLATE VOLCANICS,CALEDONIDES / NORWAY / WESTERN GNEISS REGION,"CLINOPYROXENITE, GARNET",62.3637333333333,6.0903,57.366,0.049,0.6575,0.0995,7.371,0.097,33.685,0.20900000000000002,0.0001,54.33655,0.14775,2.6074,0.8955500000000001,2.3404,0.0,15.311300000000001,22.194049999999997,1.60945
[2536] BAILEY J. C. (1989),samp. B15B,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / KUNASHIR / TYATYA,BASALT,44.35,146.25,53.019999999999996,0.255,0.795,0.0001,21.775,0.825,20.13,3.0500000000000003,0.055,51.78,0.46,1.19,0.0,14.78,0.58,13.16,16.79,0.27
[25370] RODRIGUEZ C. (2021),samp. A31238,CONVERGENT MARGIN,ANDEAN ARC / NORTH PATAGONIAN MASSIF / CHILE / CERRO MUNRO PLUTON,TONALITE,-43.22,-70.33,52.87,0.19,0.66,0.03,22.76,0.67,21.81,1.24,0.03,52.43,0.35,1.18,0.08,8.75,0.29,14.15,21.73,0.43
[25423] RUTH D. C. S. (2021),samp. MA-1928,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,BASALTIC-ANDESITE,13.25,123.7,53.8845,0.239696,1.25533,0.0001,16.6339,0.529877,25.801,1.63782,0.05406,51.909,0.475013,2.08146,0.0,9.43972,0.328926,15.5226,19.4287,0.650399
[25423] RUTH D. C. S. (2021),samp. MA-1947,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,BASALTIC-ANDESITE,13.25,123.7,53.6245,0.2520915,1.36114,0.0001,17.2578,0.561878,25.08105,1.6754449999999999,0.0368615,51.8735,0.47450749999999997,2.34026,0.0,9.396515,0.362436,15.211,20.1376,0.47375900000000004
[25423] RUTH D. C. S. (2021),samp. MA-1968,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,BASALTIC-ANDESITE,13.25,123.7,53.600049999999996,0.2420985,1.3488950000000002,0.0001,17.697499999999998,0.5501685000000001,24.94025,1.6389550000000002,0.039995,52.19545,0.5130075000000001,2.3927899999999998,0.0,9.612870000000001,0.3588765,14.899750000000001,19.269750000000002,0.34004100000000004
[25423] RUTH D. C. S. (2021),samp. MA-1978,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,BASALTIC-ANDESITE,13.25,123.7,53.649950000000004,0.2472645,1.3850950000000002,0.0001,17.2637,0.5480435,25.0805,1.67184,0.0369915,52.1468,0.5076959999999999,2.492305,0.0,9.76538,0.355111,15.02545,19.3559,0.545169
[25423] RUTH D. C. S. (2021),samp. MA-2000,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,BASALTIC-ANDESITE,13.25,123.7,53.9596,0.241036,1.27789,0.0001,16.5006,0.530258,25.4704,1.58096,0.048763,52.081050000000005,0.49806150000000005,2.29718,0.0,9.400715,0.33417549999999996,15.36985,19.1876,0.642516
[25423] RUTH D. C. S. (2021),samp. MA-2006 Q,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,BASALTIC-ANDESITE,13.25,123.7,53.56445,0.23264,1.2865,0.0001,16.61645,0.5268649999999999,26.2503,1.6444,0.06661500000000001,51.5265,0.471919,2.26048,0.0,9.41801,0.327667,15.7564,19.3432,0.563135
[25423] RUTH D. C. S. (2021),samp. MA-2009,CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,BASALTIC-ANDESITE,13.25,123.7,52.851,0.234851,1.22901,0.0001,17.1919,0.550904,25.6557,1.60895,0.061705,52.1397,0.438777,1.97628,0.0,9.43622,0.344728,15.6513,18.9819,0.636956
[25423] RUTH D. C. S. (2021),samp. MA-2015-5 (1993),CONVERGENT MARGIN,LUZON ARC / LUZON ARC / LUZON / MAYON,BASALTIC-ANDESITE,13.25,123.7,52.7259,0.237458,1.32535,0.0001,17.1129,0.554198,25.5987,1.66721,0.057684,51.785849999999996,0.4630415,2.303935,0.0,9.62423,0.350538,15.447700000000001,19.595,0.695853
[25538] BURNS D. H. (2022),samp. SDNZ13002,CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MOUNT EDGECUMBE(PUTAUAKI),DACITE,-38.1095,176.7525,52.42,0.21,1.21,0.02,20.84,0.69,21.11,1.44,0.02,51.54,0.4,2.06,0.02,11.78,0.73,13.59,19.55,0.22
[25538] BURNS D. H. (2022),samp. SDNZ13004,CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MOUNT EDGECUMBE(PUTAUAKI),DACITE,-38.0949,176.7424,53.075,0.24,1.26,0.025,18.33,0.505,24.15,1.49,0.02,51.760000000000005,0.47,2.33,0.025,10.145,0.37,14.285,20.105,0.22
[25540] BOURDEAU J. E. (2022),samp. ARN-X11,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / RUSTENBERG LAYERED SUITE,NORITE,-24.383844,29.786824,53.3892,0.076027,1.07513,0.09352,17.9345,0.433529,24.7779,0.811247,0.0001,53.25675,0.1750535,1.557035,0.2061345,6.51812,0.225947,15.1023,22.85025,0.213181
[25540] BOURDEAU J. E. (2022),samp. ARN-X12,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / RUSTENBERG LAYERED SUITE,NORITE,-24.383844,29.786824,53.9738,0.18884099999999998,1.058305,0.2680255,15.9785,0.3456625,26.465400000000002,0.734158,0.0008365,52.8776,0.356517,1.884675,0.510127,5.592725,0.179579,15.36525,22.47285,0.27032500000000004
[25540] BOURDEAU J. E. (2022),samp. ARS-X1,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / RUSTENBERG LAYERED SUITE,NORITE,-24.383844,29.786824,53.21465,0.1776265,0.9763565,0.1895325,19.1526,0.423771,23.789749999999998,0.9724545,0.0084195,52.63435,0.37388350000000004,1.773165,0.3848315,7.053685,0.204023,14.75265,22.4322,0.268875
[25540] BOURDEAU J. E. (2022),samp. ARS-X2,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / RUSTENBERG LAYERED SUITE,"NORITE, OLIVINE",-24.383844,29.786824,53.4333,0.123693,1.35692,0.193843,15.956,0.376411,26.107,0.887278,0.0001,51.94265,0.306923,2.24094,0.4530375,7.25351,0.24391200000000002,15.82075,20.6871,0.2134055
[25540] BOURDEAU J. E. (2022),samp. ARS-X3,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / RUSTENBERG LAYERED SUITE,NORITE,-24.383844,29.786824,53.7245,0.2005825,0.8530694999999999,0.1455395,16.8444,0.37622750000000005,25.75525,0.798243,0.0032264999999999998,52.63975,0.3877745,1.907925,0.492935,5.684735,0.1786695,15.1366,23.00825,0.292371
[25540] BOURDEAU J. E. (2022),samp. ARS-X5,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / RUSTENBERG LAYERED SUITE,"NORITE, OLIVINE",-24.383844,29.786824,53.8577,0.108496,1.45027,0.179111,14.3935,0.39297,27.2816,0.900167,0.0001,51.62835,0.29617550000000004,2.4157450000000003,0.4718115,6.3758300000000006,0.22490700000000002,15.16055,22.3941,0.321925
[25595] TENG XUE-MING (2015),samp. XT20-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX,NOT GIVEN,41.186,117.7926,51.465,0.08,2.0949999999999998,0.050050000000000004,23.565,0.05505,21.785,1.02,0.05505,50.32,0.01,3.51,0.01,11.26,0.42,10.59,23.01,0.11
[25595] TENG XUE-MING (2015),samp. XT7-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX,GABBRO,41.1585,117.832,51.885,0.215,2.05,0.015,21.965,0.445,23.075000000000003,1.295,0.00505,49.64,0.53,3.41,0.01,10.11,0.57,12.37,22.65,0.75
[2565] SINGER B. S. (1992),samp. B87-49,CONVERGENT MARGIN,ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / SEGUAM / SEGUAM / TURF POINT FORMATION,ANDESITE,52.27,-172.58,52.85,0.31999999999999995,1.125,0.030000000000000002,21.55,0.595,21.9,3.34,0.04,50.5,0.705,2.015,0.09000000000000001,15.02,0.405,14.1,17.1,0.235
[2565] SINGER B. S. (1992),samp. B87-52,CONVERGENT MARGIN,ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / SEGUAM / SEGUAM / TURF POINT FORMATION,DACITE,52.27,-172.58,52.6,0.3,1.11,0.01,18.8,0.44,25.2,1.71,0.01,51.2,0.59,1.91,0.01,11.4,0.4,14.8,20.0,0.29
[2565] SINGER B. S. (1992),samp. J87-54,CONVERGENT MARGIN,ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / SEGUAM / SEGUAM / TURF POINT FORMATION,BASALT,52.27,-172.58,53.400000000000006,0.31,0.925,0.03,19.25,0.5349999999999999,23.85,3.49,0.05,50.9,0.55,2.05,0.09,10.7,0.29,15.9,19.0,0.23
[2565] SINGER B. S. (1992),samp. J87-59,CONVERGENT MARGIN,ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / SEGUAM / SEGUAM / TURF POINT FORMATION,BASALT,52.27,-172.58,51.9,0.3,0.65,0.04,20.6,0.48,22.2,4.16,0.11,51.8,0.4,2.31,0.23,7.88,0.17,16.9,20.8,0.17
