CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,ROCK NAME,lat,lon,SiO2_Opx,TiO2_Opx,Al2O3_Opx,Cr2O3_Opx,FeO_total_Opx,MnO_Opx,MgO_Opx,CaO_Opx,Na2O_Opx,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,Cr2O3_Cpx,FeO_total_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx
[25723] LU JIANGGU (2022),samp. 1139-6,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / ISRAEL / MOUNT CARMEL,"PYROXENITE, GARNET, XENOLITH",32.72,35.05,52.7818181818182,0.256363636363636,4.25090909090909,0.0563636363636364,11.4518181818182,0.165454545454545,29.6863636363636,0.746363636363636,0.0581818181818182,50.74,0.9975,5.9475,0.0925,5.7825,0.1,14.465,20.15,0.935
[25723] LU JIANGGU (2022),samp. 1139R,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / ISRAEL / MOUNT CARMEL,"PYROXENITE, GARNET, XENOLITH",32.72,35.05,52.82,0.255,4.14,0.12,14.055,0.2,27.275,0.91,0.08,51.585,0.83,5.415,0.215,7.215,0.165,14.23,19.44,1.06
[25723] LU JIANGGU (2022),samp. 11901,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / ISRAEL / MOUNT CARMEL,"PYROXENITE, GARNET, XENOLITH",32.72,35.05,53.4685714285714,0.252857142857143,4.05,0.09,12.0557142857143,0.181428571428571,29.1742857142857,0.767142857142857,0.0628571428571429,51.28625,0.93875,5.69625,0.1725,6.1125,0.1,14.5425,20.25125,0.9675
[25723] LU JIANGGU (2022),samp. HA1141,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / ISRAEL / MOUNT CARMEL,"PERIDOTITE, XENOLITH",32.72,35.05,55.15,0.0625,4.375,0.435,6.325,0.1425,33.5075,0.56,0.075,52.4208571428571,0.271142857142857,5.23642857142857,0.772857142857143,2.68414285714286,0.0968571428571429,15.456,21.4854285714286,1.31714285714286
[25751] BRENNA M. (2022),samp. HH01C,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.53,-175.42,53.37,0.1435,0.655,0.015,20.902,0.4365,22.797,2.002,0.009000000000000001,52.314,0.2665,1.8875,0.03,11.719999999999999,0.296,15.282499999999999,18.5385,0.0265
[25751] BRENNA M. (2022),samp. HH01D,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.53,-175.42,54.425,0.104,0.6085,0.0345,17.1475,0.405,25.427500000000002,2.0905,0.005,52.98,0.186,1.682,0.072,9.999,0.247,16.452,18.431,0.02
[25751] BRENNA M. (2022),samp. HH08,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,BASALTIC-ANDESITE,-20.55,-175.42,54.749,0.083,0.717,0.084,15.287,0.351,27.127,2.141,0.005,53.176,0.1595,1.8625,0.198,8.8325,0.245,17.38,18.712,0.025500000000000002
[25751] BRENNA M. (2022),samp. HH11,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,BASALTIC-ANDESITE,-20.55,-175.42,54.177,0.108,0.764,0.063,17.804,0.393,24.806,2.094,0.0001,52.912,0.201,1.64,0.084,10.591,0.26,15.551,19.059,0.035
[25751] BRENNA M. (2022),samp. HH29,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.55,-175.42,53.942,0.125,0.834,0.028999999999999998,18.3145,0.394,24.6805,1.936,0.00055,52.5715,0.20500000000000002,1.972,0.0505,10.699,0.291,15.689,18.8975,0.026000000000000002
[25751] BRENNA M. (2022),samp. HH45,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,BASALTIC-ANDESITE,-20.55,-175.42,54.9,0.08449999999999999,0.7,0.08,15.8845,0.349,26.3825,2.1624999999999996,0.004,53.337,0.158,1.8054999999999999,0.1505,9.450500000000002,0.272,16.863500000000002,18.583,0.0335
[25751] BRENNA M. (2022),samp. HH53,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.55,-175.42,54.086,0.1235,0.8685,0.0305,18.124000000000002,0.4105,24.7805,1.927,0.004,52.796,0.198,1.867,0.039,9.921,0.232,15.854,19.586,0.027
[25751] BRENNA M. (2022),samp. HH62,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.55,-175.42,53.8315,0.12,0.732,0.031,20.371499999999997,0.40249999999999997,23.380499999999998,1.9660000000000002,0.0145,51.998999999999995,0.2425,1.8835,0.0025,12.754000000000001,0.315,14.6085,18.7315,0.034
[25751] BRENNA M. (2022),samp. HH68,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.55,-175.42,54.041,0.1095,0.6675,0.051500000000000004,18.335,0.368,24.6575,1.9460000000000002,0.004,51.6635,0.268,2.093,0.0295,12.1455,0.305,15.168,18.901,0.03
[25751] BRENNA M. (2022),samp. HH74,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.55,-175.42,53.655,0.117,1.1885,0.0195,18.214,0.3635,24.448,1.9314999999999998,0.0001,52.0755,0.2525,2.2285000000000004,0.043,10.481,0.2735,15.11,19.672,0.03
[25751] BRENNA M. (2022),samp. HH77,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.55,-175.42,53.664,0.126,0.92,0.017,19.004,0.435,24.258,1.939,0.008,51.804,0.276,2.171,0.036,11.167,0.26,15.181,19.156,0.027
[25751] BRENNA M. (2022),samp. HH78,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.55,-175.42,54.657,0.084,0.776,0.093,16.015,0.383,25.986,2.164,0.003,52.945,0.159,1.734,0.125,9.953,0.258,16.853,17.865,0.026
[25751] BRENNA M. (2022),samp. HH98,CONVERGENT MARGIN,TONGA ARC / TONGA ISLANDS / HUNGA,ANDESITE,-20.55,-175.42,54.263,0.113,0.843,0.026,18.192,0.363,24.971,1.904,0.006,52.843,0.186,1.88,0.057,10.336,0.276,15.854,19.432,0.024
[25757] SHATSKY V. S. (2021),samp. UD11-04,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"LHERZOLITE, GARNET, XENOLITH",66.44,112.32,57.3,0.2,0.6,0.25,5.91,0.13,34.0,0.92,0.18,45.3,1.93,11.1,3.49,4.34,0.26,14.6,18.0,0.43
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,NOT GIVEN,-16.2,-71.6,53.92035,0.1678,0.5964,0.0063,19.7633,0.99505,23.6433,0.8684000000000001,0.01795,50.6745,0.8372999999999999,4.23,0.11275,7.872,0.16770000000000002,14.853100000000001,20.7911,0.43794999999999995
[25790] AGUILAR R. (2022),samp. CHA-12-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,NOT GIVEN,-16.1237904405337,-71.5005992440043,54.3956,0.2481,0.9243,0.0104,16.249,0.4671,26.0742,1.4469,0.0443,50.619,0.8821,3.2539,0.04305,8.57065,0.2052,15.1853,20.5745,0.4047
[25790] AGUILAR R. (2022),samp. CHA-12-22,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,NOT GIVEN,-16.17,-71.51,53.6783,0.1636,0.6984,0.0001,19.5074,0.7017,24.1486,1.0297,0.0142,51.9544,0.48255000000000003,2.0698999999999996,0.0,9.23675,0.2737,14.5229,20.65865,0.34919999999999995
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,NOT GIVEN,-16.3006802416018,-71.617796289388,53.745999999999995,0.27435,1.1585999999999999,0.0145,18.7705,0.6117,23.63745,1.17065,0.042749999999999996,52.5375,0.5697,1.8499,0.0227,9.2594,0.2511,15.7939,18.4479,0.3717
[25790] AGUILAR R. (2022),samp. CHA-14-05,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,NOT GIVEN,-16.1847877157607,-71.6426485662649,53.7673,0.1271,0.6136,0.0001,20.3861,1.0293,23.5019,0.8603,0.0098,51.5914,0.694,3.0712,0.0457,8.1721,0.2029,15.8501,20.008,0.3507
[25790] AGUILAR R. (2022),samp. CHA-14-07,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,NOT GIVEN,-16.1307270103549,-71.4524463798019,53.3229,0.1179,0.46699999999999997,0.0216,20.594900000000003,1.1412,23.47755,0.7393000000000001,0.00735,51.1605,0.6797,3.0456000000000003,0.13145,8.1511,0.18325,16.15145,20.091749999999998,0.32330000000000003
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,NOT GIVEN,-16.1720506338577,-71.578026829166,53.7697,0.1521,0.665,0.02015,20.220100000000002,0.8478,23.520249999999997,0.8971,0.02985,51.9924,0.9049,1.8993,0.0,8.8129,0.2438,14.8041,20.634,0.41
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,NOT GIVEN,-16.2,-71.6,53.593199999999996,0.2956,2.0296000000000003,0.0718,15.44825,0.3302,26.106749999999998,1.2907,0.03695,50.8047,0.8753,3.7643,0.274,8.62845,0.1646,14.93815,19.89855,0.43979999999999997
[25790] AGUILAR R. (2022),samp. CHA-14-19,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,NOT GIVEN,-16.1890932568691,-71.5818842261961,53.6228,0.095,0.4002,0.0001,20.791,1.1775,23.3192,0.8189,0.0278,52.7113,0.1415,1.215,0.0152,9.3119,0.6622,14.2055,21.7239,0.3846
[25861] HERNANDO I. R. (2022),samp. CV19-22B,CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAVIAHUE-COPAHUE VOLCANIC COMPLEX / LAS MELLIZAS IGNIMBRITE,IGNIMBRITIC TUFF,-37.8852,-71.0688,52.41,0.3701,0.6952,0.0108,21.37,0.8155,21.97,1.81,0.0262,51.52,0.6281,1.41075,0.00565,11.195,0.46804999999999997,14.305,20.02,0.30165
[25861] HERNANDO I. R. (2022),samp. CV19-22C,CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAVIAHUE-COPAHUE VOLCANIC COMPLEX / LAS MELLIZAS IGNIMBRITE,IGNIMBRITIC TUFF,-37.8852,-71.0688,51.44,0.322,0.5507,0.0001,22.56,0.8503,21.34,1.9,0.0243,51.36,0.5403,1.4426,0.0792,11.69,0.4692,14.53,20.56,0.2816
[25861] HERNANDO I. R. (2022),samp. CV19-26B,CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAVIAHUE-COPAHUE VOLCANIC COMPLEX / LAS MELLIZAS IGNIMBRITE,NOT GIVEN,-37.8931,-71.0549,52.12,0.443,0.6927,0.0001,21.76,0.8299,21.91,1.85,0.0232,50.76,0.5618,1.357,0.0,12.18,0.4757,14.31,20.08,0.3093
[25861] HERNANDO I. R. (2022),samp. CVA15,CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAVIAHUE-COPAHUE VOLCANIC COMPLEX / LAS MELLIZAS IGNIMBRITE,IGNIMBRITIC TUFF,-37.8915,-71.0498,51.97,0.4426,0.7547,0.0001,22.52,0.8524,21.08,1.87,0.0427,50.785,0.9342,1.4307500000000002,0.0735,11.545,0.44409999999999994,14.11,20.185000000000002,0.2871
[25861] HERNANDO I. R. (2022),samp. CVA29,CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAVIAHUE-COPAHUE VOLCANIC COMPLEX / LAS MELLIZAS IGNIMBRITE,IGNIMBRITIC TUFF,-37.8655,-71.0643,52.3,0.4425,0.679,0.043,21.645000000000003,0.8653,22.555,1.87,0.0345,51.47,0.4894,2.07,0.0,10.36,0.3589,15.34,20.48,0.2792
[25861] HERNANDO I. R. (2022),samp. CVA32,CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAVIAHUE-COPAHUE VOLCANIC COMPLEX / LAS MELLIZAS IGNIMBRITE,IGNIMBRITIC TUFF,-37.8669,-71.0657,52.085,0.36855,0.6322,0.0001,22.375,0.8627499999999999,21.55,1.91,0.02325,51.28,0.5627,1.4492,0.0339,11.24,0.4904,14.56,20.45,0.2755
[25861] HERNANDO I. R. (2022),samp. CVA43A,CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAVIAHUE-COPAHUE VOLCANIC COMPLEX / LAS MELLIZAS IGNIMBRITE,IGNIMBRITIC TUFF,-37.8194,-71.1032,52.36,0.3457,0.6694,0.0001,22.2,0.8106,21.32,1.83,0.0386,51.11,0.5128,1.6505,0.0113,11.67,0.5714,14.03,20.11,0.2769
[25861] HERNANDO I. R. (2022),samp. CVA5A,CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAVIAHUE-COPAHUE VOLCANIC COMPLEX / LAS MELLIZAS IGNIMBRITE,IGNIMBRITIC TUFF,-37.8923,-71.0027,52.28,0.3444,0.6854,0.0001,21.7,0.7843,22.19,1.86,0.0275,51.51,0.627,1.2741,0.01695,12.02,0.6630499999999999,14.455,19.740000000000002,0.302
[25861] HERNANDO I. R. (2022),samp. CVA5B,CONVERGENT MARGIN,ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / CAVIAHUE-COPAHUE VOLCANIC COMPLEX / LAS MELLIZAS IGNIMBRITE,IGNIMBRITIC TUFF,-37.8923,-71.0027,52.025,0.36905,0.7814000000000001,0.0001,22.05,0.8353999999999999,21.2,1.875,0.01725,50.915,0.77695,1.65555,0.01125,12.75,0.60205,13.745000000000001,19.689999999999998,0.29610000000000003
[25868] DELAVARI M. (2022),samp. BA-18,INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT / IRAN / MACRAN ARC / BAZMAN,ANDESITE,28.0166,60.178,53.555,0.275,0.935,0.01505,19.545,0.545,24.185000000000002,1.3900000000000001,0.03,52.09,0.6799999999999999,2.16,0.025,9.195,0.25,14.5,20.825,0.35
[25964] ORVIK A. A. (2022),samp. 199628,INTRAPLATE VOLCANICS,BALTIC SHIELD / KARELIAN PROVINCE / CENTRAL LAPLAND GREENSTONE BELT - KARASJOK GREENST / GALLUJAVRI ULTRAMAFIC INTRUSION,PERIDOTITE,69.630852,25.384443,55.5,0.1187,1.138,0.5766,8.78,0.2389,30.42,2.46,0.0726,52.965,0.23955,1.90425,1.10165,4.865,0.17695,16.689999999999998,21.134999999999998,0.49705
[25964] ORVIK A. A. (2022),samp. 199629,INTRAPLATE VOLCANICS,BALTIC SHIELD / KARELIAN PROVINCE / CENTRAL LAPLAND GREENSTONE BELT - KARASJOK GREENST / GALLUJAVRI ULTRAMAFIC INTRUSION,PERIDOTITE,69.630852,25.384443,55.345,0.13745000000000002,1.3102,0.5485,9.205,0.24345,30.45,2.31,0.0539,53.16,0.22494999999999998,1.80925,1.01845,5.075,0.16865000000000002,17.085,21.15,0.49465000000000003
[25964] ORVIK A. A. (2022),samp. 199646,INTRAPLATE VOLCANICS,BALTIC SHIELD / KARELIAN PROVINCE / CENTRAL LAPLAND GREENSTONE BELT - KARASJOK GREENST / GALLUJAVRI ULTRAMAFIC INTRUSION,PERIDOTITE,69.630859,25.38228,55.545,0.12415,1.1307,0.641,9.095,0.21039999999999998,30.53,2.1550000000000002,0.021150000000000002,53.765,0.19065,1.73325,1.0996000000000001,5.800000000000001,0.2022,19.97,16.77,0.30025
[25964] ORVIK A. A. (2022),samp. 199663,INTRAPLATE VOLCANICS,BALTIC SHIELD / KARELIAN PROVINCE / CENTRAL LAPLAND GREENSTONE BELT - KARASJOK GREENST / GALLUJAVRI ULTRAMAFIC INTRUSION,PERIDOTITE,69.624628,25.38368,53.879999999999995,0.3318,2.06,0.1797,14.055,0.3139,26.9,1.96,0.0645,53.0,0.3448,1.8206,0.3986,6.99,0.2228,16.84,18.07,0.4974
[25964] ORVIK A. A. (2022),samp. 7052,INTRAPLATE VOLCANICS,BALTIC SHIELD / KARELIAN PROVINCE / CENTRAL LAPLAND GREENSTONE BELT - KARASJOK GREENST / GALLUJAVRI ULTRAMAFIC INTRUSION,"WEBSTERITE, OLIVINE",69.6,25.4,54.63,0.2305,1.7629,0.2954,11.78,0.2724,28.02,1.96,0.0472,53.48,0.1839,1.4252,0.8184,5.85,0.1691,18.09,18.91,0.3357
[25964] ORVIK A. A. (2022),samp. 7151,INTRAPLATE VOLCANICS,BALTIC SHIELD / KARELIAN PROVINCE / CENTRAL LAPLAND GREENSTONE BELT - KARASJOK GREENST / GALLUJAVRI ULTRAMAFIC INTRUSION,"WEBSTERITE, OLIVINE",69.6,25.4,54.27,0.2649,1.6424,0.2246,14.06,0.3031,26.58,1.92,0.0454,53.290000000000006,0.2828,2.1100000000000003,0.5941000000000001,6.035,0.1814,16.71,19.54,0.37315
[25967] NISHIO I. (2022),samp. 565413,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ULAMERTOQ ULTRAMAFIC BODY,"ORTHOPYROXENITE, HORNBLENDE",64.9,-51.2,57.206,0.038,1.289,0.054,6.812,0.167,34.759,0.331,0.0001,54.691500000000005,0.07750000000000001,0.974,0.056499999999999995,2.056,0.0755,18.019,23.595999999999997,0.041999999999999996
[25970] HU LINLIN (2022),samp. PY-G,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEILONGJIANG PROVINCE,BASALT,44.0,130.0,54.472,0.132,5.594,0.521,6.308,0.103,29.823,2.01,0.185,51.531,0.372,7.496,0.503,4.933,0.128,17.648,15.891,0.932
[26029] LEMDJOU Y. B. (2022),samp. NB6,INTRAPLATE VOLCANICS,CENTRAL AFRICAN FOLD BELT / CAMEROON / CENTRAL CAMEROON DOMAIN (ADAMAWA-YADE DOMAIN),GABBRO,5.2012,10.0668,34.093,0.073,0.002,0.026,57.209,1.312,7.201,0.408,0.002,52.625,0.865,1.784,0.056,15.935,0.395,9.027,20.025,0.235
[26061] FISCHER S. (2022),samp. 09-MEN-11,INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT / TURKEY / MENDERES MASSIF,LAMPROPHYRE,38.3,27.5,53.525000000000006,0.337,0.9335,0.1255,16.155,0.4255,26.215,1.367,0.0001,52.34,0.346,0.997,0.152,8.15,0.304,15.19,20.81,0.349
[26078] TIAN YAMEI (2022),samp. 18DZK-06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / GANGDESE BATHOLITH,DIORITE,29.4039,89.635,50.71,0.23,0.7,0.0001,26.49,1.37,16.97,1.46,0.05,52.11,0.2,0.99,0.0,11.13,0.68,12.75,20.8,0.36
[26109] URANN B. M. (2022),samp. C48,CONVERGENT MARGIN,KOHISTAN-LADAKH TERRANE (GANGDISE BELT) / KOHISTAN ARC / CHILAS COMPLEX,GABBRONORITE,35.4017166666667,74.1416166666667,53.35,0.0873,1.6886,0.1041,18.28,0.3834,25.08,0.4689,0.0203,52.43,0.2331,2.17,0.102,6.58,0.1503,15.08,22.8,0.4061
[26109] URANN B. M. (2022),samp. C7,CONVERGENT MARGIN,KOHISTAN-LADAKH TERRANE (GANGDISE BELT) / KOHISTAN ARC / CHILAS COMPLEX,GABBRONORITE,35.4053833333333,74.1432833333333,53.24,0.3858,1.8107,0.5728,17.88,0.5707,25.11,0.9124,0.4779,51.730000000000004,0.3879,2.76,0.14479999999999998,7.46,0.19419999999999998,14.27,21.925,0.4796
[26115] MELEKHOVA E. (2022),samp. PSV10,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / PETIT ST. VINCENT (THE GRENADINES),MYLONITE,12.54,-61.38,54.32489,0.28579,4.9971,0.05048,11.13272,0.18841,23.30715,4.05309,0.23578,52.5177,0.12544,1.65564,0.02157,6.387,0.18571,14.11882,24.64567,0.21414
[26115] MELEKHOVA E. (2022),samp. PSV18,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / PETIT ST. VINCENT (THE GRENADINES),NOT GIVEN,12.54,-61.38,55.51763,0.11063,1.40373,0.0747,10.65248,0.30531,30.30659,1.07918,0.0268,52.48888,0.29402,2.52591,0.21705,4.94231,0.19274,16.28109,22.20659,0.42492
[26117] PAN RONGHAO (2022),samp. DYK-1-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,53.785,0.23049999999999998,1.6375000000000002,0.176,13.4285,0.2395,27.4265,2.2745,0.043,50.846,1.336,2.386,0.014,14.365,0.563,14.393,15.206,0.293
[26117] PAN RONGHAO (2022),samp. DYK-1-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.626,0.263,1.804,0.238,12.716,0.263,27.326,2.161,0.044,51.247,1.15,1.896,0.068,14.852,0.4,15.129,16.502,0.293
[26117] PAN RONGHAO (2022),samp. DYK-1-4,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,53.478,0.27649999999999997,2.5155000000000003,0.2395,12.582,0.4175,26.8155,2.102,0.048,49.624,0.898,1.406,0.03,20.011,0.726,11.527,15.103,0.285
[26117] PAN RONGHAO (2022),samp. DYK-2-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.267,0.267,2.291,0.273,12.169,0.36,27.795,1.977,0.076,51.697,0.87,1.81,0.055,10.744,0.433,15.996,16.483,0.305
[26117] PAN RONGHAO (2022),samp. DYK-2-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.2215,0.236,2.442,0.4065,12.042,0.2415,27.5765,2.1065,0.07550000000000001,51.249,0.837,0.995,0.055,16.799,0.287,12.773,15.955,0.188
[26117] PAN RONGHAO (2022),samp. DYK-2-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.3445,0.28700000000000003,2.532,0.277,12.222999999999999,0.3375,27.5885,2.051,0.06,51.232,1.067,2.3415,0.096,12.84,0.401,14.4405,16.6165,0.256
[26117] PAN RONGHAO (2022),samp. DYK-2-4,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.653,0.292,1.283,0.11299999999999999,13.8765,0.242,27.320999999999998,2.2425,0.049,52.138,0.756,2.112,0.23,9.722,0.422,16.744,16.747,0.28
[26117] PAN RONGHAO (2022),samp. DYK-2-5,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.452,0.28,1.589,0.12,13.108,0.2625,27.594,2.269,0.061,51.797,0.768,2.091,0.247,10.744,0.373,16.318,15.838,0.3
[26117] PAN RONGHAO (2022),samp. LB-1-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.7245,0.309,1.689,0.078,14.785499999999999,0.256,26.375500000000002,2.179,0.0645,52.283500000000004,0.75,2.2039999999999997,0.0395,11.5625,0.255,16.064,15.7305,0.341
[26117] PAN RONGHAO (2022),samp. LB-1-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,53.696,0.309,2.1435,0.158,12.719999999999999,0.265,27.563499999999998,2.295,0.063,50.9,0.865,2.543,0.087,12.592,0.313,16.51,16.816,0.313
[26117] PAN RONGHAO (2022),samp. LB-1-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.429,0.308,1.7635,0.147,14.6405,0.2305,26.863500000000002,2.348,0.053,51.974,0.722,2.443,0.114,10.547,0.231,17.381,16.114,0.344
[26117] PAN RONGHAO (2022),samp. LB-1-4,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.6935,0.3165,1.7515,0.15,13.07,0.216,27.7885,2.1645,0.073,51.65,1.157,1.9815,0.1235,12.275,0.2455,15.7565,16.316000000000003,0.2535
[26117] PAN RONGHAO (2022),samp. LB-1-5,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,54.6035,0.3255,1.702,0.052,14.574,0.233,26.927500000000002,2.29,0.0765,51.9155,0.7455,2.1950000000000003,0.0395,11.591,0.2525,16.619,15.9565,0.28600000000000003
[26117] PAN RONGHAO (2022),samp. LB-1-6,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / DATONG VOLCANIC FIELD,BASALT,39.9,114.05,53.462,0.3235,2.19,0.186,13.719,0.233,27.115,2.2295,0.046,51.202,1.0430000000000001,2.112,0.1385,10.955,0.237,16.1835,17.4335,0.2685
